1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.115681 yylex_token: bind
1730588846.115683 yylex_token: end at WS
1730588846.115685 yylex_token: -N
1730588846.115688 yylex_token: end at WS
1730588846.115690 yylex_token: Move the visible part of the window up
1730588846.115692 yylex_token: end at WS
1730588846.115694 yylex_token: -r
1730588846.115696 yylex_token: end at WS
1730588846.115697 yylex_token: S-Up
1730588846.115699 yylex_token: end at WS
1730588846.115701 yylex_token: refresh-client
1730588846.115704 yylex_token: end at WS
1730588846.115705 yylex_token: -U
1730588846.115707 yylex_token: end at WS
1730588846.115709 yylex_token: 10
1730588846.115711 cmd_parse_build_commands 0:0: bind
1730588846.115713 cmd_parse_build_commands 0:1: -N
1730588846.115715 cmd_parse_build_commands 0:2: Move the visible part of the window up
1730588846.115717 cmd_parse_build_commands 0:3: -r
1730588846.115719 cmd_parse_build_commands 0:4: S-Up
1730588846.115721 cmd_parse_build_commands 0:5 0:0: refresh-client
1730588846.115723 cmd_parse_build_commands 0:5 0:1: -U
1730588846.115725 cmd_parse_build_commands 0:5 0:2: 10
1730588846.115727 cmd_parse_build_commands 0:0: refresh-client
1730588846.115729 cmd_parse_build_commands 0:1: -U
1730588846.115731 cmd_parse_build_commands 0:2: 10
1730588846.115734 args_parse_flags: next -U
1730588846.115736 args_parse_flags: -U
1730588846.115737 args_parse_flags: next 10
1730588846.115739 args_parse: flags end at 2 of 3
1730588846.115742 args_parse: 2 = 10 (type STRING)
1730588846.115746 cmd_parse_build_commands: refresh-client -U 10
1730588846.115749 args_parse_flags: next -N
1730588846.115752 args_parse_flag_argument: -N = Move the visible part of the window up
1730588846.115756 args_parse_flags: next -r
1730588846.115759 args_parse_flags: -r
1730588846.115762 args_parse_flags: next S-Up
1730588846.115765 args_parse: flags end at 4 of 6
1730588846.115767 args_parse: 4 = S-Up (type STRING)
1730588846.115770 args_parse: 5 = refresh-client -U 10 (type COMMANDS)
1730588846.115777 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window up" S-Up { refresh-client -U 10 }
1730588846.115781 cmdq_get_command: [bind-key/0x149805c30] group 602
1730588846.115783 cmdq_append <global>: [bind-key/0x149805c30]
1730588846.115785 yylex_token: end at WS
1730588846.115786 yylex_token: bind
1730588846.115789 yylex_token: end at WS
1730588846.115790 yylex_token: -N
1730588846.115794 yylex_token: end at WS
1730588846.115796 yylex_token: Move the visible part of the window down
1730588846.115799 yylex_token: end at WS
1730588846.115801 yylex_token: -r
1730588846.115803 yylex_token: end at WS
1730588846.115806 yylex_token: S-Down
1730588846.115808 yylex_token: end at WS
1730588846.115811 yylex_token: refresh-client
1730588846.115812 yylex_token: end at WS
1730588846.115814 yylex_token: -D
1730588846.115816 yylex_token: end at WS
1730588846.115818 yylex_token: 10
1730588846.115820 cmd_parse_build_commands 0:0: bind
1730588846.115822 cmd_parse_build_commands 0:1: -N
1730588846.115824 cmd_parse_build_commands 0:2: Move the visible part of the window down
1730588846.115826 cmd_parse_build_commands 0:3: -r
1730588846.115828 cmd_parse_build_commands 0:4: S-Down
1730588846.115830 cmd_parse_build_commands 0:5 0:0: refresh-client
1730588846.115832 cmd_parse_build_commands 0:5 0:1: -D
1730588846.115834 cmd_parse_build_commands 0:5 0:2: 10
1730588846.115843 cmd_parse_build_commands 0:0: refresh-client
1730588846.115846 cmd_parse_build_commands 0:1: -D
1730588846.115848 cmd_parse_build_commands 0:2: 10
1730588846.115851 args_parse_flags: next -D
1730588846.115853 args_parse_flags: -D
1730588846.115855 args_parse_flags: next 10
1730588846.115857 args_parse: flags end at 2 of 3
1730588846.115859 args_parse: 2 = 10 (type STRING)
1730588846.115862 cmd_parse_build_commands: refresh-client -D 10
1730588846.115864 args_parse_flags: next -N
1730588846.115867 args_parse_flag_argument: -N = Move the visible part of the window down
1730588846.115869 args_parse_flags: next -r
1730588846.115871 args_parse_flags: -r
1730588846.115872 args_parse_flags: next S-Down
1730588846.115874 args_parse: flags end at 4 of 6
1730588846.115876 args_parse: 4 = S-Down (type STRING)
1730588846.115880 args_parse: 5 = refresh-client -D 10 (type COMMANDS)
1730588846.115887 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window down" S-Down { refresh-client -D 10 }
1730588846.115890 cmdq_get_command: [bind-key/0x1498065d0] group 610
1730588846.115892 cmdq_append <global>: [bind-key/0x1498065d0]
1730588846.115894 yylex_token: end at WS
1730588846.115896 yylex_token: bind
1730588846.115899 yylex_token: end at WS
1730588846.115901 yylex_token: -N
1730588846.115905 yylex_token: end at WS
1730588846.115908 yylex_token: Move the visible part of the window left
1730588846.115911 yylex_token: end at WS
1730588846.115914 yylex_token: -r
1730588846.115917 yylex_token: end at WS
1730588846.115919 yylex_token: S-Left
1730588846.115922 yylex_token: end at WS
1730588846.115924 yylex_token: refresh-client
1730588846.115926 yylex_token: end at WS
1730588846.115928 yylex_token: -L
1730588846.115930 yylex_token: end at WS
1730588846.115931 yylex_token: 10
1730588846.115934 cmd_parse_build_commands 0:0: bind
1730588846.115936 cmd_parse_build_commands 0:1: -N
1730588846.115938 cmd_parse_build_commands 0:2: Move the visible part of the window left
1730588846.115940 cmd_parse_build_commands 0:3: -r
1730588846.115942 cmd_parse_build_commands 0:4: S-Left
1730588846.115944 cmd_parse_build_commands 0:5 0:0: refresh-client
1730588846.115946 cmd_parse_build_commands 0:5 0:1: -L
1730588846.115948 cmd_parse_build_commands 0:5 0:2: 10
1730588846.115951 cmd_parse_build_commands 0:0: refresh-client
1730588846.115952 cmd_parse_build_commands 0:1: -L
1730588846.115954 cmd_parse_build_commands 0:2: 10
1730588846.115957 args_parse_flags: next -L
1730588846.115959 args_parse_flags: -L
1730588846.115960 args_parse_flags: next 10
1730588846.115962 args_parse: flags end at 2 of 3
1730588846.115964 args_parse: 2 = 10 (type STRING)
1730588846.115967 cmd_parse_build_commands: refresh-client -L 10
1730588846.115969 args_parse_flags: next -N
1730588846.115971 args_parse_flag_argument: -N = Move the visible part of the window left
1730588846.115973 args_parse_flags: next -r
1730588846.115975 args_parse_flags: -r
1730588846.115977 args_parse_flags: next S-Left
1730588846.115978 args_parse: flags end at 4 of 6
1730588846.115980 args_parse: 4 = S-Left (type STRING)
1730588846.115983 args_parse: 5 = refresh-client -L 10 (type COMMANDS)
1730588846.115990 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window left" S-Left { refresh-client -L 10 }
1730588846.115993 cmdq_get_command: [bind-key/0x149806900] group 618
1730588846.115995 cmdq_append <global>: [bind-key/0x149806900]
1730588846.115997 yylex_token: end at WS
1730588846.115998 yylex_token: bind
1730588846.116000 yylex_token: end at WS
1730588846.116002 yylex_token: -N
1730588846.116005 yylex_token: end at WS
1730588846.116007 yylex_token: Move the visible part of the window right
1730588846.116009 yylex_token: end at WS
1730588846.116010 yylex_token: -r
1730588846.116013 yylex_token: end at WS
1730588846.116015 yylex_token: S-Right
1730588846.116017 yylex_token: end at WS
1730588846.116019 yylex_token: refresh-client
1730588846.116021 yylex_token: end at WS
1730588846.116022 yylex_token: -R
1730588846.116024 yylex_token: end at WS
1730588846.116029 yylex_token: 10
1730588846.116032 cmd_parse_build_commands 0:0: bind
1730588846.116033 cmd_parse_build_commands 0:1: -N
1730588846.116035 cmd_parse_build_commands 0:2: Move the visible part of the window right
1730588846.116037 cmd_parse_build_commands 0:3: -r
1730588846.116039 cmd_parse_build_commands 0:4: S-Right
1730588846.116041 cmd_parse_build_commands 0:5 0:0: refresh-client
1730588846.116043 cmd_parse_build_commands 0:5 0:1: -R
1730588846.116045 cmd_parse_build_commands 0:5 0:2: 10
1730588846.116048 cmd_parse_build_commands 0:0: refresh-client
1730588846.116050 cmd_parse_build_commands 0:1: -R
1730588846.116051 cmd_parse_build_commands 0:2: 10
1730588846.116054 args_parse_flags: next -R
1730588846.116056 args_parse_flags: -R
1730588846.116058 args_parse_flags: next 10
1730588846.116059 args_parse: flags end at 2 of 3
1730588846.116061 args_parse: 2 = 10 (type STRING)
1730588846.116064 cmd_parse_build_commands: refresh-client -R 10
1730588846.116066 args_parse_flags: next -N
1730588846.116068 args_parse_flag_argument: -N = Move the visible part of the window right
1730588846.116070 args_parse_flags: next -r
1730588846.116072 args_parse_flags: -r
1730588846.116074 args_parse_flags: next S-Right
1730588846.116075 args_parse: flags end at 4 of 6
1730588846.116077 args_parse: 4 = S-Right (type STRING)
1730588846.116080 args_parse: 5 = refresh-client -R 10 (type COMMANDS)
1730588846.116087 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window right" S-Right { refresh-client -R 10 }
1730588846.116090 cmdq_get_command: [bind-key/0x149806dc0] group 626
1730588846.116092 cmdq_append <global>: [bind-key/0x149806dc0]
1730588846.116094 yylex_token: end at WS
1730588846.116098 yylex_token: bind
1730588846.116101 yylex_token: end at WS
1730588846.116104 yylex_token: -N
1730588846.116109 yylex_token: end at WS
1730588846.116111 yylex_token: Reset so the visible part of the window follows the cursor
1730588846.116113 yylex_token: end at WS
1730588846.116115 yylex_token: -r
1730588846.116116 yylex_token: end at WS
1730588846.116118 yylex_token: DC
1730588846.116120 yylex_token: end at WS
1730588846.116122 yylex_token: refresh-client
1730588846.116124 yylex_token: end at WS
1730588846.116125 yylex_token: -c
1730588846.116128 cmd_parse_build_commands 0:0: bind
1730588846.116129 cmd_parse_build_commands 0:1: -N
1730588846.116131 cmd_parse_build_commands 0:2: Reset so the visible part of the window follows the cursor
1730588846.116133 cmd_parse_build_commands 0:3: -r
1730588846.116135 cmd_parse_build_commands 0:4: DC
1730588846.116137 cmd_parse_build_commands 0:5 0:0: refresh-client
1730588846.116139 cmd_parse_build_commands 0:5 0:1: -c
1730588846.116141 cmd_parse_build_commands 0:0: refresh-client
1730588846.116143 cmd_parse_build_commands 0:1: -c
1730588846.116146 args_parse_flags: next -c
1730588846.116147 args_parse_flags: -c
1730588846.116149 args_parse: flags end at 2 of 2
1730588846.116152 cmd_parse_build_commands: refresh-client -c
1730588846.116154 args_parse_flags: next -N
1730588846.116156 args_parse_flag_argument: -N = Reset so the visible part of the window follows the cursor
1730588846.116158 args_parse_flags: next -r
1730588846.116160 args_parse_flags: -r
1730588846.116162 args_parse_flags: next DC
1730588846.116164 args_parse: flags end at 4 of 6
1730588846.116165 args_parse: 4 = DC (type STRING)
1730588846.116168 args_parse: 5 = refresh-client -c (type COMMANDS)
1730588846.116174 cmd_parse_build_commands: bind-key -r -N "Reset so the visible part of the window follows the cursor" DC { refresh-client -c }
1730588846.116177 cmdq_get_command: [bind-key/0x149807450] group 634
1730588846.116179 cmdq_append <global>: [bind-key/0x149807450]
1730588846.116181 yylex_token: end at WS
1730588846.116183 yylex_token: bind
1730588846.116185 yylex_token: end at WS
1730588846.116186 yylex_token: -N
1730588846.116189 yylex_token: end at WS
1730588846.116191 yylex_token: Resize the pane up by 5
1730588846.116192 yylex_token: end at WS
1730588846.116194 yylex_token: -r
1730588846.116199 yylex_token: end at WS
1730588846.116201 yylex_token: M-Up
1730588846.116203 yylex_token: end at WS
1730588846.116205 yylex_token: resize-pane
1730588846.116207 yylex_token: end at WS
1730588846.116209 yylex_token: -U
1730588846.116211 yylex_token: end at WS
1730588846.116213 yylex_token: 5
1730588846.116215 cmd_parse_build_commands 0:0: bind
1730588846.116218 cmd_parse_build_commands 0:1: -N
1730588846.116221 cmd_parse_build_commands 0:2: Resize the pane up by 5
1730588846.116223 cmd_parse_build_commands 0:3: -r
1730588846.116225 cmd_parse_build_commands 0:4: M-Up
1730588846.116227 cmd_parse_build_commands 0:5 0:0: resize-pane
1730588846.116229 cmd_parse_build_commands 0:5 0:1: -U
1730588846.116231 cmd_parse_build_commands 0:5 0:2: 5
1730588846.116233 cmd_parse_build_commands 0:0: resize-pane
1730588846.116235 cmd_parse_build_commands 0:1: -U
1730588846.116237 cmd_parse_build_commands 0:2: 5
1730588846.116240 args_parse_flags: next -U
1730588846.116242 args_parse_flags: -U
1730588846.116243 args_parse_flags: next 5
1730588846.116245 args_parse: flags end at 2 of 3
1730588846.116247 args_parse: 2 = 5 (type STRING)
1730588846.116250 cmd_parse_build_commands: resize-pane -U 5
1730588846.116252 args_parse_flags: next -N
1730588846.116254 args_parse_flag_argument: -N = Resize the pane up by 5
1730588846.116256 args_parse_flags: next -r
1730588846.116258 args_parse_flags: -r
1730588846.116260 args_parse_flags: next M-Up
1730588846.116261 args_parse: flags end at 4 of 6
1730588846.116263 args_parse: 4 = M-Up (type STRING)
1730588846.116266 args_parse: 5 = resize-pane -U 5 (type COMMANDS)
1730588846.116272 cmd_parse_build_commands: bind-key -r -N "Resize the pane up by 5" M-Up { resize-pane -U 5 }
1730588846.116276 cmdq_get_command: [bind-key/0x149807940] group 642
1730588846.116278 cmdq_append <global>: [bind-key/0x149807940]
1730588846.116279 yylex_token: end at WS
1730588846.116281 yylex_token: bind
1730588846.116283 yylex_token: end at WS
1730588846.116285 yylex_token: -N
1730588846.116288 yylex_token: end at WS
1730588846.116290 yylex_token: Resize the pane down by 5
1730588846.116292 yylex_token: end at WS
1730588846.116295 yylex_token: -r
1730588846.116298 yylex_token: end at WS
1730588846.116299 yylex_token: M-Down
1730588846.116301 yylex_token: end at WS
1730588846.116303 yylex_token: resize-pane
1730588846.116305 yylex_token: end at WS
1730588846.116306 yylex_token: -D
1730588846.116308 yylex_token: end at WS
1730588846.116310 yylex_token: 5
1730588846.116312 cmd_parse_build_commands 0:0: bind
1730588846.116314 cmd_parse_build_commands 0:1: -N
1730588846.116316 cmd_parse_build_commands 0:2: Resize the pane down by 5
1730588846.116318 cmd_parse_build_commands 0:3: -r
1730588846.116319 cmd_parse_build_commands 0:4: M-Down
1730588846.116321 cmd_parse_build_commands 0:5 0:0: resize-pane
1730588846.116323 cmd_parse_build_commands 0:5 0:1: -D
1730588846.116325 cmd_parse_build_commands 0:5 0:2: 5
1730588846.116327 cmd_parse_build_commands 0:0: resize-pane
1730588846.116329 cmd_parse_build_commands 0:1: -D
1730588846.116331 cmd_parse_build_commands 0:2: 5
1730588846.116334 args_parse_flags: next -D
1730588846.116336 args_parse_flags: -D
1730588846.116337 args_parse_flags: next 5
1730588846.116339 args_parse: flags end at 2 of 3
1730588846.116341 args_parse: 2 = 5 (type STRING)
1730588846.116344 cmd_parse_build_commands: resize-pane -D 5
1730588846.116346 args_parse_flags: next -N
1730588846.116348 args_parse_flag_argument: -N = Resize the pane down by 5
1730588846.116350 args_parse_flags: next -r
1730588846.116352 args_parse_flags: -r
1730588846.116354 args_parse_flags: next M-Down
1730588846.116356 args_parse: flags end at 4 of 6
1730588846.116358 args_parse: 4 = M-Down (type STRING)
1730588846.116362 args_parse: 5 = resize-pane -D 5 (type COMMANDS)
1730588846.116371 cmd_parse_build_commands: bind-key -r -N "Resize the pane down by 5" M-Down { resize-pane -D 5 }
1730588846.116377 cmdq_get_command: [bind-key/0x149807b70] group 650
1730588846.116380 cmdq_append <global>: [bind-key/0x149807b70]
1730588846.116382 yylex_token: end at WS
1730588846.116388 yylex_token: bind
1730588846.116390 yylex_token: end at WS
1730588846.116393 yylex_token: -N
1730588846.116396 yylex_token: end at WS
1730588846.116399 yylex_token: Resize the pane left by 5
